code,generic_name,brand_name,dosage_form
0220-4880,DELPHINIUM STAPHISAGRIA SEED,Staphysagria,PELLET
0220-4881,DELPHINIUM STAPHISAGRIA SEED,Staphysagria,PELLET
0220-4882,DELPHINIUM STAPHISAGRIA SEED,Staphysagria,PELLET
0220-4883,DELPHINIUM STAPHISAGRIA SEED,Staphysagria,PELLET
0220-4884,DELPHINIUM STAPHISAGRIA SEED,Staphysagria,PELLET
0220-4885,DELPHINIUM STAPHISAGRIA SEED,Staphysagria,PELLET
0220-4888,COMFREY ROOT,Symphytum officinale,PELLET
0220-4889,COMFREY ROOT,Symphytum officinale,PELLET
0220-4890,COMFREY ROOT,Symphytum officinale,PELLET
0220-4891,COMFREY ROOT,Symphytum officinale,PELLET
0220-4892,COMFREY ROOT,Symphytum officinale,PELLET
0220-4893,COMFREY ROOT,Symphytum officinale,PELLET
0220-4894,COMFREY ROOT,Symphytum officinale,PELLET
0220-4895,COMFREY ROOT,Symphytum officinale,PELLET
0220-4896,COMFREY ROOT,Symphytum officinale,PELLET
0220-4897,COMFREY ROOT,Symphytum officinale,PELLET
0220-4906,TOBACCO LEAF,Tabacum,PELLET
0220-4907,TOBACCO LEAF,Tabacum,PELLET
0220-4908,TOBACCO LEAF,Tabacum,PELLET
0220-4909,TOBACCO LEAF,Tabacum,PELLET
0220-4910,TOBACCO LEAF,Tabacum,PELLET
0220-4911,TOBACCO LEAF,Tabacum,PELLET
0220-4916,TOBACCO LEAF,Tabacum,PELLET
0220-4927,TARAXACUM OFFICINALE,TARAXACUM OFFICINALE,PELLET
0220-4930,LYCOSA TARANTULA,Tarentula hispana,PELLET
0220-4931,LYCOSA TARANTULA,Tarentula hispana,PELLET
0220-4933,TARAXACUM OFFICINALE,Taraxacum officinale,PELLET
0220-4934,TARAXACUM OFFICINALE,Taraxacum officinale,PELLET
0220-4935,LYCOSA TARANTULA,Tarentula hispana,PELLET
0220-4937,CITHARACANTHUS SPINICRUS,Tarentula cubensis,PELLET
0220-4938,CITHARACANTHUS SPINICRUS,Tarentula cubensis,PELLET
0220-4939,TELLURIUM,Tellurium metallicum,PELLET
0220-4941,LYCOSA TARANTULA,Tarentula hispana,PELLET
0220-4942,LYCOSA TARANTULA,Tarentula hispana,PELLET
0220-4943,LYCOSA TARANTULA,Tarentula hispana,PELLET
0220-4953,TELLURIUM,Tellurium metallicum,PELLET
0220-4957,TURPENTINE OIL,Terebinthina,PELLET
0220-4958,TURPENTINE OIL,Terebinthina,PELLET
0220-4962,TEUCRIUM MARUM,Teucrium marum,PELLET
0220-4963,TEUCRIUM MARUM,Teucrium marum,PELLET
0220-4964,TEUCRIUM MARUM,Teucrium marum,PELLET
0220-4970,THALLIUM,Thallium metallicum,PELLET
0220-4971,ALLYLTHIOUREA,Thiosinaminum,PELLET
0220-4972,ALLYLTHIOUREA,Thiosinaminum,PELLET
